,A549_KO1,A549_KO2,A549_KO3,A549_WT1,A549_WT2,A549_WT3
FGF10-AS1,0.0,0.049874449399681144,0.07580573115563385,0.030656147367772727,0.0,0.060984621216374005
FGF11,1.467992328270638,1.4822889163873392,1.2860845627988051,1.9552620811368042,1.959580814657757,1.9447509882319394
FGF12,1.9225248520159743,1.7917050534513639,1.90050590748774,2.0923570998338596,2.011831706190884,2.13403415476312
FGF12-AS1,0.0,0.0,0.0,0.0,0.0,0.0
FGF12-AS2,0.0,0.0,0.0,0.0,0.0,0.0
FGF13,0.6134467522809535,0.6920339665762265,0.4993869810850558,0.3792575508011399,0.3638995787239471,0.22984616208854952
FGF13-AS1,0.0,0.0,0.0,0.0,0.0,0.0
FGF14,1.3022220789173937,1.2025549160900308,0.9116340942792711,1.1251304580299313,0.8473720055781767,0.8470213620786619
FGF14-AS1,0.0,0.0,0.0,0.0,0.0,0.0
FGF14-AS2,0.0,0.0,0.0,0.0,0.0,0.0
FGF14-IT1,0.0,0.0,0.0,0.0,0.0,0.0
FGF16,0.0,0.0,0.0,0.0,0.0,0.0
FGF17,0.14532789638456917,0.14473099945794748,0.2604048687705511,0.25494391192204036,0.16730268581980337,0.33235258244931704
FGF18,0.5625906738046601,0.5776803497577007,0.7666743630699945,0.5155428034559727,0.38669232689793276,0.7013923502417907
FGF19,0.09849321593473065,0.07417966381329916,0.19391718801933186,0.0,0.029266050784017995,0.03081452416109758
FGF2,5.184385766010702,5.277157990664287,5.1840779430430715,4.482056706914999,4.486393294646924,4.436989381869638
FGF20,0.09849321593473065,0.07417966381329916,0.05097711203864351,0.030656147367772727,0.029266050784017995,0.0
FGF21,0.09849321593473065,0.049874449399681144,0.05097711203864351,0.0,0.0,0.0
FGF22,0.1906898515976334,0.2970580538416232,0.19391718801933186,0.4261310935823375,0.43122517292414914,0.38099792229881246
FGF23,0.0,0.0,0.0,0.0,0.05795020443172968,0.03081452416109758
FGF3,0.025260834177482955,0.0,0.0,0.0,0.0,0.0
FGF4,0.0,0.0,0.0,0.0,0.0,0.0
FGF5,1.3328942080146515,1.426743527445344,1.378789926018363,0.20205551977991304,0.08607515027519837,0.17572568020479276
FGF6,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,0.0,0.0,0.0,0.0,0.0,0.0
FGF7P3,0.9792948820881271,1.0393103933108438,1.3687786486081603,1.3725442929460074,0.9272780429282717,1.1433733400522461
FGF7P6,1.12661979323939,1.2244377534838469,1.45647337819784,1.4652330796885258,1.0465799979672576,1.3529782702711108
FGF8,0.09849321593473065,0.09808218098210783,0.1002142718446054,0.09008078356375167,0.08607515027519837,0.11949555476533494
FGF9,0.09849321593473065,0.049874449399681144,0.05097711203864351,0.030656147367772727,0.0,0.0
FGFBP1,0.3590922873331755,0.45347623207138177,0.4809161106793308,1.6931259794687308,1.627732428702374,1.6295233042755575
FGFBP2,0.0,0.025152736015146678,0.025713701554296208,0.06067440657597497,0.11366227593071147,0.060984621216374005
FGFBP3,2.364841725130249,2.4084176241280413,2.2721468264568987,2.7878635954924222,2.837509362060014,2.6774370204355398
FGFR1,7.190881606461391,7.122674879287326,7.121953382282144,7.966525615774392,8.08962041795182,8.007679058527692
FGFR1OP,4.705981695757526,4.883952627301235,4.816218805523711,4.581170621695115,4.536937609359706,4.621646224613116
FGFR1OP2,5.248802084701396,5.490279855606248,5.318229476042615,4.939257310552865,4.8788999008140355,5.013626094663685
FGFR2,0.43645323800301855,0.3377810172082963,0.36483083349944895,1.0221025350137674,1.0465799979672576,1.303362326251838
FGFR3,1.4116348002064694,1.500338764901051,1.6995052180113428,2.2308099274879756,2.28485330104169,2.3263949787286395
FGFR4,4.851662308166598,4.526984030494065,4.749306649159608,5.63730147144663,5.794167440329848,5.7351520224720405
FGFRL1,4.761527895792917,4.651335090570238,4.645327402427235,5.0130780028372195,5.094991734362634,5.12223994673377
FGG,1.467992328270638,1.7394707267054395,1.5831008053216482,2.197422350938489,2.3787975933317647,2.4512423731420485
FGGY,2.8444424830735593,2.8140343639921825,2.841615976613639,2.675957081046765,2.6094513382867865,2.566141001818564
FGL1,4.015523317534282,3.8760758778451834,4.035059778716866,4.2989982173407695,4.23956939651522,4.422538039076692
FGL2,0.0,0.0,0.0,0.0,0.0,0.0
FGR,0.0,0.07417966381329916,0.07580573115563385,0.0,0.0,0.0
FH,6.96841980664547,6.909383241824638,6.941433476348621,6.863401988438728,6.910112503923694,6.84886305852631
FHAD1,1.3629277905914017,1.436150877022289,1.378789926018363,1.5202782707005733,1.3889796128522143,1.4587429869495852
FHDC1,0.8580037690938447,0.9762227903613674,0.952426410913214,0.808739909253864,0.7275028667731064,0.5816317508356641
FHIT,2.986257439989559,2.9284402058783665,3.1903604545165036,3.0422262345623783,2.756700136197422,2.877172671872438
FHL1,4.530751788657212,4.530281975308073,4.569776791183063,4.570778039433268,4.6282312319884165,4.704015571326153
FHL2,5.993357632203622,5.803618487149655,5.94997983148873,5.300129250751425,5.3365589944530205,5.412832176851772
FHL3,3.192659696114484,2.911678481024053,2.956367037219802,2.506372830137966,2.671094585177459,2.6822975224848165
FHL5,0.23466888509568282,0.31756321667778814,0.21642193063802784,0.3308097841662069,0.21901999637352326,0.47362823088486355
FHOD1,6.6020430540820625,6.390418270459231,6.58719876250633,6.279312350365583,6.407652882339847,6.3018100711788865
FHOD3,5.410915693417671,5.423860560378006,5.525624448242999,4.1585896271626535,4.15579910812265,3.992570597296753
FIBCD1,2.9471411335150526,2.6818819870957205,2.915687573669703,2.742285996644545,2.8250471029026167,2.794291627890015
FIBIN,0.12210059900644794,0.09808218098210783,0.124216712644909,0.0,0.05795020443172968,0.0
FIBP,6.130620640678433,5.835071957470827,5.998671076004391,5.766429975150646,5.831508291782422,5.745058198041799
FICD,2.630665852923571,2.558096630550299,2.7635345542763883,2.6904293872220606,2.8903020944680087,2.8341451148395573
FIG4,4.6542956432024924,4.634067546683962,4.5265295445361495,4.601733855554431,4.6282312319884165,4.622910836527518
FIGLA,0.0,0.0,0.0,0.0,0.0,0.03081452416109758
FIGN,3.993293697785219,4.156328490387007,4.060161467535955,4.228023414484025,4.103442110386559,4.329556483474861
FIGNL1,5.807019730174695,6.130638227860907,5.953333370583262,5.777769469244016,5.707430265054546,5.829090014998755
FIGNL2,0.9131734116495083,0.9762227903613674,0.978994280024023,1.0067647390149732,0.9272780429282717,1.0710937220901728
FILIP1,0.5966931296789979,0.707654661298589,0.4809161106793308,3.9894369613342113,3.8337870608148625,3.948868512534539
FILIP1L,0.0,0.0,0.0,0.0,0.0,0.0
FILNC1,0.0500869649004506,0.025152736015146678,0.025713701554296208,0.06067440657597497,0.08607515027519837,0.03081452416109758
FIP1L1,5.740893842854298,5.885301647107551,5.7870991168167984,5.369223725530438,5.329958936402163,5.276448296980485
FIRRE,1.504376936126537,1.6773626063023106,1.6914950118265546,0.877812700380177,0.5368907476532048,0.811968929514752
FIS1,5.459793080936177,5.203324728866592,5.324070072014894,5.3320165378533675,5.44505176942233,5.386269528941989
FITM1,0.1681871533714397,0.09808218098210783,0.124216712644909,0.11889972564240299,0.16730268581980337,0.03081452416109758
FITM2,5.514334933602836,5.468096001145847,5.566163057489676,5.484437840879422,5.5332410917111305,5.515808666344871
FIZ1,4.7699586336815365,4.6207220801532465,4.736711753354325,4.871015552686768,5.042133317457688,4.980466415958352
FJX1,5.492991351242118,5.242725423453342,5.387422814921132,5.414967389824772,5.547850480753107,5.449644607483097
FKBP10,7.375928076674442,7.243131381443246,7.372497699007876,7.1950070064816956,7.280538602936289,7.225545266039454
FKBP11,4.694217439923468,4.573549017866655,4.657714604140888,4.384555938366758,4.400808572003166,4.376796213195881
FKBP14,5.153931795907525,5.337389577661596,5.142081604970103,5.176210462865838,5.111334391599416,5.1479425743157785
FKBP15,5.980903604962085,5.971934537466467,5.988491445558447,5.805734294962852,5.931293234916054,5.8578383341918725
FKBP1A,0.0,0.0,0.0,0.0,0.0,0.0
FKBP1A-SDCBP2,0.0,0.0,0.0,0.0,0.0,0.0
FKBP1AP1,1.915786844380861,1.937937214122098,1.4752578098597005,1.7768852225430063,1.2215889274963867,1.4243424567678342
FKBP1B,3.076628041302386,2.9251034041897834,2.7975167540897043,2.9165456847643125,2.997844479727978,2.89821459944379
FKBP2,5.419277042623489,5.125508104826773,5.3649349802824435,5.484437840879422,5.5660626239043545,5.50693186154992
FKBP3,7.106670267889805,7.162184254787348,7.093740342988708,7.01003144905865,6.763529143782102,6.934364482840715
FKBP4,0.0,0.0,0.0,0.0,0.0,0.0
FKBP5,5.837197897623947,5.919240405379391,5.778144418825852,6.178538440428381,6.202958085660632,6.204650226433876
FKBP6,0.9266423673628618,0.6112880807548812,0.978994280024023,0.6792838416037417,0.7095357713716243,0.6821099679862962
FKBP7,0.0,0.0,0.0,0.0,0.0,0.0
FKBP8,6.64875956965262,6.36447727745199,6.601696692779839,6.565655940818993,6.724921120887448,6.636760991159634
FKBP9,8.000555875906628,7.951110183972229,8.024226630817942,7.672250612379897,7.785028780519328,7.684731645204033
FKBP9P1,4.94562021813785,4.599946462959705,4.573050418146366,4.372639693287882,4.336410859095494,4.226843952139095
FKBPL,4.865715099463416,4.533572398339597,4.834520308297345,4.462514547658835,4.712963169173572,4.5221395095252115
FKRP,5.1272025958178995,5.089445453087382,5.2255798509016955,5.073216136589182,5.171636988419479,5.115966650107086
FKSG29,0.0,0.0,0.0,0.0,0.0,0.0
FKTN,5.4684523481222795,5.69760660598229,5.544091321776201,5.656471214131511,5.500961764485215,5.718686216041174
FLAD1,5.626909456455745,5.48462412558355,5.646048997324783,5.5267213957795205,5.673655326412005,5.500754228628182
FLCN,5.863697555167838,5.706380196965705,5.86528442053245,6.189617916127301,6.306693629377982,6.273503987675639
FLG,2.651094406233396,2.685830696723704,2.4345282043962584,1.2862494341486157,1.0321957280080036,1.1574046578784505
FLG-AS1,1.8179932614819936,1.6931420947694278,1.8510229046822984,0.3792575508011399,0.34074094584959974,0.5816317508356641
FLG2,0.0,0.0,0.0,0.0,0.0,0.0
FLI1,0.14532789638456917,0.049874449399681144,0.124216712644909,0.0,0.05795020443172968,0.03081452416109758
FLICR,0.0500869649004506,0.025152736015146678,0.07580573115563385,0.0,0.05795020443172968,0.09053669387785568
FLII,8.510615978163028,8.376011716230446,8.461401443194372,8.366415887355073,8.46731036429572,8.391079326284043
FLJ12825,0.5966931296789979,0.5945820749921609,0.5883523047740526,0.7361930509931691,0.5967642356060869,0.9950009870881886
FLJ13224,0.0,0.0,0.0,0.0,0.0,0.0
FLJ16779,2.329788296787097,2.7475830021126697,2.6189868113197257,1.1532643926501427,1.3662232585348888,1.5143148718063626
FLJ20021,1.9623051184819982,1.6533649742278902,1.7923112623085153,1.8213992564549055,1.9519594882388445,1.960841846763879
FLJ21408,0.2982215130128049,0.21199245930678168,0.36483083349944895,0.3552370261062547,0.24419963735896105,0.2820095920657412
FLJ22447,0.21284694365255194,0.35771939851928003,0.3030864894853039,0.09008078356375167,0.16730268581980337,0.14788455158113867
FLJ23867,2.2990493547095974,2.1240622795511426,2.3857191478035165,2.0923570998338596,1.9519594882388445,1.717388471724453
FLJ25758,0.0,0.0,0.025713701554296208,0.0,0.05795020443172968,0.03081452416109758
FLJ30679,0.09849321593473065,0.18991857702364054,0.1002142718446054,0.25494391192204036,0.11366227593071147,0.14788455158113867
FLJ30901,0.0,0.09808218098210783,0.05097711203864351,0.0,0.05795020443172968,0.0
FLJ31104,0.6134467522809535,0.660275836946402,0.7201855570078357,0.975591120629801,0.7627793994907781,0.9310982537066381
FLJ31356,0.7859357360499493,0.8552092967721427,0.8264171449194669,1.0372789833737852,1.1830454092220943,1.0858422496757747
FLJ32255,2.630665852923571,2.6539341962014005,2.8123667765936067,2.874914062345468,2.8942841693364882,2.8558192964557216
FLJ33534,0.5625906738046601,0.5776803497577007,0.5176243546686833,0.6792838416037417,0.6353425330087774,0.47362823088486355
FLJ34503,0.0,0.049874449399681144,0.0,0.0,0.0,0.03081452416109758
FLJ36000,0.0,0.0,0.025713701554296208,0.0,0.0,0.0
FLJ37035,0.9921631451295728,1.1115451909275436,1.198360760655075,1.3725442929460074,1.1434438170424748,1.2388421294160188
FLJ37201,1.2060875700813298,1.5092797049884465,1.3485452385794199,1.8301395884686764,1.579085914956118,1.669236534972467
FLJ37453,1.9359071876737772,1.9511211012975926,2.0076158892362237,2.375160660615923,2.4616394403893587,2.2367260992054177
FLJ38576,0.12210059900644794,0.07417966381329916,0.124216712644909,0.030656147367772727,0.11366227593071147,0.060984621216374005
FLJ39095,0.0500869649004506,0.025152736015146678,0.05097711203864351,0.030656147367772727,0.11366227593071147,0.09053669387785568
FLJ40194,0.025260834177482955,0.0,0.0,0.0,0.0,0.0
FLJ40288,0.2773468288166687,0.23373368468221792,0.21642193063802784,0.3792575508011399,0.14073176500791929,0.5606682083771544
FLJ42102,0.0,0.0,0.0,0.0,0.029266050784017995,0.0
FLJ42351,0.5625906738046601,0.6278028480113589,0.6721486925617048,0.6200372484558752,0.7452489524150381,0.6625663712831592
FLJ42393,0.0,0.0,0.0,0.0,0.0,0.0
FLJ42627,3.8308724190182115,3.862184649831604,3.879818881403452,3.7525239704549755,3.8379279939670203,3.736298410179228
FLJ42969,0.21284694365255194,0.2970580538416232,0.17105582133483666,0.17486602214686636,0.14073176500791929,0.11949555476533494
FLJ43315,0.4174984157962257,0.4718878720402746,0.28190351344695475,0.3792575508011399,0.45298649682965153,0.20303968708009468
FLJ44635,2.354913065407963,2.441491196850458,2.3657235787270543,1.730953871000271,1.455171134326276,1.492342316457835
FLJ45513,0.09849321593473065,0.025152736015146678,0.025713701554296208,0.1471542436118423,0.08607515027519837,0.17572568020479276
FLJ46284,0.025260834177482955,0.025152736015146678,0.0,0.030656147367772727,0.0,0.0
FLJ46875,1.079163666503676,1.426743527445344,1.198360760655075,1.4985115659448607,1.102724416053643,1.400944445105026
FLJ46906,1.5572891120320749,1.426743527445344,1.556886354446403,2.3691759130712824,2.3384475231481603,2.404946328288934
FLNA,11.83024679846628,11.758690913482058,11.811389215913406,11.178051339628903,11.295813203358875,11.233033331223307
FLNB,10.042145023849274,10.12526677439712,10.087190369504182,10.206120263038041,10.251981647508716,10.210187309520231
FLNB-AS1,0.0,0.0,0.0,0.0,0.0,0.0
FLNC,2.930524380612735,2.867164109927515,2.837992092218962,0.9912621277601664,0.7452489524150381,0.9792886996731703
FLNC-AS1,0.0,0.0,0.0,0.06067440657597497,0.08607515027519837,0.03081452416109758
FLOT1,9.66989623209352,9.516157076782857,9.672547201380285,9.562096949662573,9.735274695633173,9.70789642097046
FLOT2,7.1129431750293755,6.923456667019803,7.055048558842976,7.1163530796563546,7.279016531256791,7.174282234784501
FLRT1,0.0,0.0,0.0,0.0,0.0,0.0
FLRT2,4.946446923776467,5.1152961450210475,5.2311164203139855,2.827687516106128,2.539981587537041,2.8165682275476276
FLRT3,0.0,0.0,0.0,0.0,0.0,0.0
FLT1,0.07449310068387566,0.07417966381329916,0.1002142718446054,0.09008078356375167,0.029266050784017995,0.2561636229506376
FLT3,0.12210059900644794,0.07417966381329916,0.1002142718446054,0.06067440657597497,0.05795020443172968,0.0
FLT3LG,1.12661979323939,0.937002081311052,1.152413943412008,0.8263206082495078,0.8798674085087776,0.9146702960998646
FLT4,2.4835070296363355,2.334884548539673,2.458327144339639,3.3371510375540487,3.2915189150534236,3.4813370491121827
FLVCR1,5.709583222461881,5.8377363307632875,5.716818025887712,5.852601061320364,5.701761063985646,5.863198887598726
FLVCR1-DT,1.3125187475985418,1.2985149785035588,1.4469886414050153,1.9632300489173518,1.9747037370845901,1.717388471724453
FLVCR2,3.719212525437406,3.5733985800628862,3.5985552237280887,4.127018101766518,4.070387141142358,4.055737551424825
FLYWCH1,5.5765340851516285,5.300523467570762,5.464654994193522,5.61976517203163,5.662608146783377,5.739822226372891
FLYWCH2,4.872690494968972,4.588391048664635,4.72596797331692,4.455470552957642,4.664822930892095,4.475300034535887
FMC1,0.0,0.0,0.0,0.0,0.0,0.0
FMN1,3.531427869786341,3.775905471844864,3.6490625678727646,3.9538892415140805,3.7571428822493997,3.89754504901191
FMN2,4.710855296731713,4.691167451141238,4.6411745867077165,4.762190157000489,4.6982335417630585,4.805515971839742
FMNL1,6.033203665425271,5.967075417959333,6.053214921375299,6.403826898154219,6.445798934950373,6.48473426464677
FMNL2,7.046447879527348,7.200640413089382,7.130681138093906,7.497067122960715,7.335206126362987,7.474732274628336
FMNL3,3.442809368754506,3.3700133575352145,3.3591457577180193,3.2089873042552832,3.142129503068559,3.2257131501575764
FMO1,2.733869052671868,2.701518336947073,2.2828490606182013,2.392967370111391,1.455171134326276,1.8267908634772902
FMO2,0.025260834177482955,0.0,0.07580573115563385,0.030656147367772727,0.0,0.03081452416109758
FMO3,0.07449310068387566,0.049874449399681144,0.17105582133483666,0.11889972564240299,0.05795020443172968,0.03081452416109758
FMO4,1.477174867722949,1.6124599720802235,1.43744113604285,1.3114362795537364,1.259129442831974,1.2906870616478299
FMO5,0.0,0.0,0.0,0.0,0.0,0.0
FMO6P,0.0,0.0,0.0,0.0,0.0,0.0
FMO9P,0.0,0.0,0.025713701554296208,0.0,0.029266050784017995,0.0
FMOD,0.0500869649004506,0.049874449399681144,0.0,0.0,0.08607515027519837,0.03081452416109758
FMR1,6.280417481301358,6.55893584631779,6.393420229471689,6.2507077927132695,5.959598295008291,6.170032299621926
FMR1-AS1,0.07449310068387566,0.07417966381329916,0.05097711203864351,0.030656147367772727,0.11366227593071147,0.03081452416109758
FMR1NB,0.07449310068387566,0.12159512776707081,0.19391718801933186,0.20205551977991304,0.029266050784017995,0.2561636229506376
FN1,9.701672682438842,9.846337392946634,9.84149831483875,8.770200589471232,8.782023217006232,8.7870342664924
FN3K,3.701692379263682,3.6318779540171215,3.7255831991025956,3.92153875534435,3.9982190844722543,4.000376135802476
FN3KRP,6.439790780864728,6.298636236014152,6.3890930135640245,6.443883661761969,6.52562463302752,6.449530413625399
FNBP1,5.535367351647856,5.601066175996122,5.567257829813282,5.512537895775838,5.5598085106984785,5.537429358145134
FNBP1L,5.789618967416889,6.021990946412101,5.867063544787062,5.707170103620824,5.650298875322862,5.810896345156704
FNBP4,6.4071331971921515,6.550569023244627,6.538350641557579,6.367512703773434,6.229599592684858,6.254863841087503
FNDC1,0.6134467522809535,0.2970580538416232,0.5534217149746216,0.7361930509931691,0.2932776768735749,0.2561636229506376
FNDC10,2.8085181434470923,2.5537818167218735,2.7169428088989536,2.8706840550930783,2.964143653203295,2.868669210217769
FNDC11,0.21284694365255194,0.14473099945794748,0.19391718801933186,0.25494391192204036,0.19339307207012404,0.14788455158113867
FNDC3A,7.060643569272623,7.321522946149432,7.158369325622243,6.120046844352444,5.8658805935737295,6.0821995923206496
FNDC3B,7.869066001215758,8.093908927547625,7.955757448902664,7.78710183228525,7.713444604024368,7.783456499704803
FNDC4,2.202695970096615,1.9706737494227933,2.0830327535537463,1.3725442929460074,1.6372679454479393,1.3771606936445173
FNDC5,1.0049176424063835,0.8268810438021454,0.7968549795142346,0.4490088649952437,0.45298649682965153,0.4510222392463208
FNDC7,0.0500869649004506,0.12159512776707081,0.025713701554296208,0.06067440657597497,0.08607515027519837,0.060984621216374005
FNDC8,3.289663594652218,3.1898856811194984,3.267823221685193,3.303025749843375,3.4323680957888163,3.3682562990957936
FNDC9,0.0,0.0,0.0,0.0,0.0,0.0
FNIP1,5.97848068052763,6.21058621173837,6.041839948739137,6.145655693198971,6.020983052435778,6.0688062307817745
FNIP2,3.3927367086757436,3.4580739016643864,3.396581074358361,3.4856048827968227,3.5018706818816545,3.575784370866303
FNTA,6.325282287620459,6.344944896827287,6.3160795219380175,6.192586371113753,6.129692330233879,6.147362483602423
FNTB,0.0,0.0,0.0,0.0,0.0,0.0
FOCAD,6.752376433030001,6.74311736873609,6.773502066216399,6.700463953819845,6.753699618346162,6.695938595859646
FOCAD-AS1,0.0,0.0,0.0,0.0,0.0,0.0
FOLH1,0.025260834177482955,0.0,0.0,0.030656147367772727,0.0,0.03081452416109758
FOLH1B,0.0,0.0,0.0,0.030656147367772727,0.029266050784017995,0.0
FOLR1,0.025260834177482955,0.0,0.025713701554296208,0.09008078356375167,0.05795020443172968,0.0
FOLR2,0.07449310068387566,0.0,0.0,0.030656147367772727,0.0,0.0
FOLR3,0.0500869649004506,0.025152736015146678,0.0,0.06067440657597497,0.0,0.060984621216374005
FOPNL,6.572359178077592,6.70325248152069,6.5763648363909075,6.740422527967122,6.501027850007383,6.717408021250187
FOS,5.504264166005255,6.573928194763799,5.656373890276298,6.114244029005096,6.13769259163685,6.284733363999313
FOSB,4.515234181480804,6.044077247272402,4.766566179836379,3.743298990514446,3.445996590551116,3.9203526223828282
FOSL1,6.320188484896682,6.443276040546486,6.312819640367234,6.715873195899568,6.692129884975172,6.731838565728829
FOSL2,7.230619190583435,7.19960509234187,7.188740675818888,6.549869079045401,6.618517463821536,6.61563640906528
FOXA1,4.950573360974026,5.1130984317922,4.98710454570281,4.560310049746633,4.4664717091354,4.542330184955578
FOXA2,5.4073173701105555,5.421494379367824,5.434376438290602,5.685659793761889,5.721506562396546,5.682756509605744
FOXA3,0.9266423673628618,0.8829920011295701,0.8837840079511002,1.194462601109857,0.8308456441109949,1.171300823758708
FOXB1,0.0,0.025152736015146678,0.0,0.0,0.0,0.0
FOXB2,0.0,0.0,0.0,0.0,0.0,0.0
FOXC1,3.867997490150949,3.9697404441427597,3.874522039030074,3.642699035717873,3.850279953758223,3.789072912052539
FOXC2,0.23466888509568282,0.2970580538416232,0.3848386943094906,0.6985040900173807,0.5368907476532048,0.6427543855928719
FOXC2-AS1,0.0500869649004506,0.049874449399681144,0.07580573115563385,0.06067440657597497,0.268947341017015,0.11949555476533494
FOXCUT,0.43645323800301855,0.3377810172082963,0.28190351344695475,0.5791431367426745,0.45298649682965153,0.5606682083771544
FOXD1,4.130562508906285,4.045451856458614,4.182369602002912,3.5767139912081585,3.6195950900080756,3.5171432079752347
FOXD2,0.8438752933191311,0.9762227903613674,0.8696547263050816,0.9912621277601664,1.1164256458099127,1.0561928631688895
FOXD2-AS1,0.0,0.0,0.0,0.0,0.0,0.0
FOXD3,0.43645323800301855,0.5432710125586961,0.3239629329446976,0.4261310935823375,0.268947341017015,0.33235258244931704
FOXD3-AS1,1.4020240628394738,1.368973647074378,1.5480412739484344,1.453967452097681,1.2714289649954895,1.185064416484677
FOXD4,1.3629277905914017,1.1914877556796424,1.1870105120716319,1.0964369545332198,1.0608222654280268,0.9634034049324042
FOXD4L1,0.9131734116495083,1.0017898241501524,0.8837840079511002,0.7174716402938411,0.7627793994907781,0.6625663712831592
FOXD4L3,0.4551622487271016,0.2551521308601868,0.19391718801933186,0.3552370261062547,0.16730268581980337,0.14788455158113867
FOXD4L4,0.0500869649004506,0.07417966381329916,0.2604048687705511,0.4715295043375447,0.24419963735896105,0.060984621216374005
FOXD4L5,0.49186777292690453,0.3967880690432504,0.4240407456119944,0.49370399042194446,0.34074094584959974,0.2820095920657412
FOXD4L6,0.5452323103929728,0.2970580538416232,0.17105582133483666,0.25494391192204036,0.2932776768735749,0.22984616208854952
FOXE1,3.999680045801381,3.881250797499856,3.9719798630571086,3.640216177417204,3.6991415440363795,3.707977917341124
FOXE3,0.0,0.0,0.0,0.0,0.0,0.0
FOXF1,0.025260834177482955,0.07417966381329916,0.05097711203864351,0.06067440657597497,0.05795020443172968,0.03081452416109758
FOXF2,4.254563314833461,4.176113838254074,4.20364642517431,3.8286423045632927,4.023890572114464,3.9945259446468246
FOXG1,0.0,0.0,0.0,0.0,0.0,0.060984621216374005
FOXG1-AS1,0.025260834177482955,0.0,0.0,0.030656147367772727,0.029266050784017995,0.0
FOXH1,0.23466888509568282,0.23373368468221792,0.3030864894853039,0.402884680541802,0.5571259275857382,0.3074006665893327
FOXI1,0.0,0.0,0.0,0.0,0.0,0.03081452416109758
FOXI2,0.0,0.0,0.0,0.0,0.0,0.0
FOXI3,0.025260834177482955,0.049874449399681144,0.0,0.06067440657597497,0.0,0.0
FOXJ1,0.14532789638456917,0.09808218098210783,0.124216712644909,0.11889972564240299,0.11366227593071147,0.060984621216374005
FOXJ2,5.26810831054099,5.361042286248883,5.321477170282129,5.377446096521616,5.348218391811973,5.31373094380636
FOXJ3,6.196384952164989,6.316574623108172,6.228832541876337,6.190466669553756,6.074169027680465,6.153501022796845
FOXK1,6.740509391300684,6.7546771867535975,6.850835331004373,6.729952495316693,6.875783493671332,6.895913187953483
FOXK2,7.47965506893771,7.435402524348646,7.489291787932119,7.426236615211195,7.50024463809443,7.45463163249479
FOXL1,0.8858522899006624,0.7979853872769466,0.9920969667587513,1.2212886615514988,1.2714289649954895,1.1292042155054691
FOXL2,3.1898697944882772,3.006292055072786,3.1085012996825268,2.3631662354797625,2.580087223269974,2.5766211632822804
FOXL2NB,2.013694666532587,1.9641855993772597,2.0011495130592083,1.7215894778491163,1.6931942464902312,1.8091235955960705
FOXM1,6.330991399913008,6.357686454143989,6.291780138059791,6.605338455324872,6.69669736907402,6.614365401743141
FOXN1,0.025260834177482955,0.0,0.025713701554296208,0.0,0.0,0.0
FOXN2,5.329602166994975,5.752762970926151,5.400380644559282,5.276342304128512,4.857643185670293,5.291636211620888
FOXN3,5.766398727184122,5.912937405580231,5.881658202194714,5.50026862921964,5.465269262472816,5.484845705837485
FOXN3-AS1,0.0,0.0,0.0,0.0,0.0,0.0
FOXN3-AS2,0.0,0.0,0.0,0.0,0.0,0.0
FOXN4,0.1906898515976334,0.16750169965022466,0.19391718801933186,0.49370399042194446,0.5368907476532048,0.47362823088486355
FOXO1,4.024946434053337,4.19977973937052,4.180939927698475,3.6151497112548787,3.445996590551116,3.681519849371982
FOXO3,5.0932659126806055,5.129862627730169,5.205329771111458,5.019779041890858,4.97509592714441,5.091510849791706
FOXO3B,0.0,0.0,0.0,0.0,0.0,0.0
FOXO4,1.846617200790259,1.8701476630454636,1.914337678909793,2.2241939399617268,2.2291910526763425,2.1965221593350694
FOXO6,1.054837083960708,1.1690954373557298,1.152413943412008,1.3114362795537364,1.4765768874713794,1.2388421294160188
FOXP1,6.8556636789486,6.944209676437002,6.943964296127529,4.8741884919383685,4.791926664350827,4.903467697788496
FOXP1-AS1,0.0,0.0,0.0,0.0,0.0,0.0
FOXP2,0.21284694365255194,0.3377810172082963,0.3239629329446976,0.3308097841662069,0.2932776768735749,0.2561636229506376
FOXP3,0.5276625467491916,0.5945820749921609,0.5883523047740526,0.6792838416037417,0.7972139046198196,0.6821099679862962
FOXP4,5.986541320805461,5.914200210442485,6.0402639249212235,5.842916927530574,5.9780081092442625,5.940798063769572
FOXP4-AS1,1.172564479821888,1.2566519730772419,1.2538099811183188,1.8126056496481764,1.7381984295338229,1.5359577945172085
FOXQ1,1.3629277905914017,1.5092797049884465,1.5917341626979105,3.2089873042552832,3.279390197306648,3.4588524706334414
FOXR1,0.025260834177482955,0.0,0.025713701554296208,0.09008078356375167,0.029266050784017995,0.09053669387785568
FOXR2,0.0,0.0,0.0,0.0,0.0,0.0
FOXRED1,5.01030366002449,4.799915456940087,4.946453389049266,5.1415194978150565,5.173276603383863,5.107860691960392
FOXRED2,6.035536479765991,5.9642333552725075,5.994200885215261,6.444595302110469,6.508191200571388,6.479159056239662
FOXS1,3.046100999609699,2.7663508209140817,2.9828630983803586,0.2806783690700692,0.19339307207012404,0.22984616208854952
FPGS,5.90425914257683,5.569889936900843,5.805771370068577,5.568453959868815,5.622362957171806,5.552107832233517
FPGT,0.0,0.0,0.0,0.0,0.0,0.0
FPGT-TNNI3K,0.5966931296789979,0.8268810438021454,0.6883393510105924,0.7174716402938411,0.38669232689793276,0.517804526816506
