,A549_KO1,A549_KO2,A549_KO3,A549_WT1,A549_WT2,A549_WT3
LINC01489,0.0,0.025152736015146678,0.0,0.030656147367772727,0.0,0.0
LINC01490,0.0,0.0,0.0,0.0,0.0,0.0
LINC01491,0.0,0.025152736015146678,0.025713701554296208,0.0,0.029266050784017995,0.0
LINC01492,5.019760819340235,4.6207220801532465,4.643252488808458,4.697985203993635,4.655468397166439,4.601260206909911
LINC01493,0.0,0.0,0.0,0.0,0.0,0.0
LINC01494,0.6785809298783986,0.8268810438021454,0.7513439421246173,0.8945762657050326,0.6353425330087774,0.881242305730712
LINC01495,0.0,0.0,0.025713701554296208,0.0,0.0,0.0
LINC01496,0.0,0.0,0.0,0.0,0.0,0.0
LINC01497,0.025260834177482955,0.025152736015146678,0.0,0.0,0.0,0.0
LINC01498,0.025260834177482955,0.0,0.05097711203864351,0.06067440657597497,0.08607515027519837,0.060984621216374005
LINC01499,0.3187984595474375,0.18991857702364054,0.07580573115563385,0.09008078356375167,0.08607515027519837,0.060984621216374005
LINC01500,0.0500869649004506,0.12159512776707081,0.05097711203864351,0.0,0.05795020443172968,0.03081452416109758
LINC01501,0.0,0.0,0.05097711203864351,0.0,0.05795020443172968,0.03081452416109758
LINC01502,0.0,0.0,0.0,0.0,0.0,0.0
LINC01503,2.427764119846912,2.4964823062544435,2.3556208986650775,2.3988544320654492,2.3500917293979007,2.256415588065917
LINC01504,2.408694031211854,2.629540336808412,2.601994119047986,3.967817621862066,3.8543738840368986,3.960919151735979
LINC01505,0.0500869649004506,0.07417966381329916,0.1002142718446054,0.09008078356375167,0.029266050784017995,0.0
LINC01506,0.0,0.0,0.0,0.0,0.0,0.0
LINC01507,0.07449310068387566,0.18991857702364054,0.1002142718446054,0.06067440657597497,0.24419963735896105,0.060984621216374005
LINC01508,0.9131734116495083,0.8691675261072072,0.8837840079511002,1.593975122258269,1.7203648660704522,1.717388471724453
LINC01509,0.5625906738046601,0.5776803497577007,0.3030864894853039,0.6200372484558752,0.34074094584959974,0.2561636229506376
LINC01510,0.12210059900644794,0.2970580538416232,0.21642193063802784,0.228742059635171,0.16730268581980337,0.14788455158113867
LINC01511,0.14532789638456917,0.07417966381329916,0.17105582133483666,0.0,0.0,0.0
LINC01512,0.09849321593473065,0.025152736015146678,0.025713701554296208,0.030656147367772727,0.0,0.0
LINC01514,0.025260834177482955,0.0,0.0,0.06067440657597497,0.029266050784017995,0.060984621216374005
LINC01515,3.343376369182039,3.467279801686578,3.4064019186974632,2.6366391100107602,2.3616427054994693,2.647925023933939
LINC01516,0.025260834177482955,0.0,0.0,0.030656147367772727,0.0,0.0
LINC01517,0.12210059900644794,0.12159512776707081,0.147826345774065,0.1471542436118423,0.05795020443172968,0.11949555476533494
LINC01518,0.025260834177482955,0.025152736015146678,0.025713701554296208,0.0,0.0,0.0
LINC01519,0.0,0.0,0.0,0.0,0.0,0.0
LINC01520,0.0,0.025152736015146678,0.025713701554296208,0.0,0.0,0.0
LINC01521,3.184273753443048,3.1815199261072804,3.173205990732463,3.4717076478268707,3.486126238852302,3.5089587727283122
LINC01522,0.0,0.025152736015146678,0.0,0.0,0.05795020443172968,0.0
LINC01523,0.0,0.0,0.0,0.0,0.0,0.0
LINC01524,0.0500869649004506,0.025152736015146678,0.0,0.030656147367772727,0.029266050784017995,0.03081452416109758
LINC01525,0.1681871533714397,0.025152736015146678,0.025713701554296208,0.0,0.029266050784017995,0.09053669387785568
LINC01526,0.0,0.0,0.0,0.0,0.0,0.0
LINC01529,0.0,0.0,0.025713701554296208,0.0,0.0,0.0
LINC01530,0.4736317419388978,0.3967880690432504,0.4993869810850558,0.4715295043375447,0.7275028667731064,0.47362823088486355
LINC01531,0.0,0.025152736015146678,0.0,0.0,0.0,0.0
LINC01532,0.09849321593473065,0.025152736015146678,0.1002142718446054,0.030656147367772727,0.08607515027519837,0.17572568020479276
LINC01533,0.0,0.0,0.0,0.030656147367772727,0.029266050784017995,0.03081452416109758
LINC01534,1.4587509687389597,1.3087936415038408,1.2096224089741379,1.5628505654103144,1.86535488803031,1.763985043898218
LINC01535,0.1681871533714397,0.049874449399681144,0.07580573115563385,0.06067440657597497,0.21901999637352326,0.03081452416109758
LINC01537,0.09849321593473065,0.12159512776707081,0.147826345774065,0.0,0.0,0.0
LINC01538,0.0,0.0,0.0,0.0,0.0,0.0
LINC01539,0.0,0.0,0.0,0.0,0.0,0.0
LINC01541,0.0,0.025152736015146678,0.0,0.030656147367772727,0.0,0.060984621216374005
LINC01543,0.12210059900644794,0.09808218098210783,0.0,0.0,0.08607515027519837,0.03081452416109758
LINC01544,0.0,0.0,0.0,0.0,0.0,0.0
LINC01545,0.2773468288166687,0.525753610803655,0.3239629329446976,0.3308097841662069,0.31720448950482427,0.42805638168963067
LINC01546,0.0,0.0,0.0,0.0,0.0,0.03081452416109758
LINC01547,2.1803812121821196,1.9576681386781745,2.052086732036161,3.0793573359276216,3.0307760037580724,3.0336959784011555
LINC01548,0.0,0.0,0.0,0.0,0.0,0.0
LINC01549,0.025260834177482955,0.025152736015146678,0.025713701554296208,0.06067440657597497,0.0,0.0
LINC01550,0.0,0.0,0.0,0.0,0.0,0.0
LINC01551,0.0,0.025152736015146678,0.0,0.0,0.0,0.0
LINC01553,0.0,0.0,0.0,0.0,0.0,0.0
LINC01554,0.3390860424437639,0.3377810172082963,0.3030864894853039,0.030656147367772727,0.05795020443172968,0.03081452416109758
LINC01555,0.0,0.049874449399681144,0.025713701554296208,0.0,0.05795020443172968,0.09053669387785568
LINC01556,0.14532789638456917,0.21199245930678168,0.3030864894853039,0.5997350839607531,0.43122517292414914,0.6022950336364983
LINC01558,0.0,0.0,0.025713701554296208,0.0,0.029266050784017995,0.0
LINC01559,0.025260834177482955,0.049874449399681144,0.05097711203864351,0.7546746286104135,0.5770812110273733,0.47362823088486355
LINC01560,1.2170910383275615,1.3884884370802437,1.388732210769289,1.6344567790876405,1.4871618286121315,1.4243424567678342
LINC01561,0.0,0.0,0.0,0.0,0.0,0.0
LINC01562,0.0500869649004506,0.049874449399681144,0.2604048687705511,0.17486602214686636,0.21901999637352326,0.14788455158113867
LINC01563,0.9792948820881271,0.9890629429830421,1.0179506555098734,1.4426131613712831,1.4224549525338253,1.4359006810611201
LINC01564,0.3187984595474375,0.2551521308601868,0.28190351344695475,0.4490088649952437,0.5163677076388208,0.4047190151714516
LINC01565,0.0,0.0,0.0,0.0,0.0,0.0
LINC01566,0.0,0.0,0.0,0.0,0.0,0.0
LINC01567,0.0,0.0,0.0,0.0,0.0,0.0
LINC01568,0.025260834177482955,0.0,0.0,0.06067440657597497,0.029266050784017995,0.03081452416109758
LINC01569,0.9266423673628618,0.9762227903613674,1.0806277663987576,1.6542794607758886,1.2957178354977024,1.412690884813159
LINC01570,0.0,0.0,0.0,0.0,0.0,0.0
LINC01571,0.0,0.0,0.0,0.0,0.029266050784017995,0.0
LINC01572,3.0180632354498864,3.071128092570339,3.2785574582177857,2.9807541116242695,2.5997295564543226,2.8856263063898275
LINC01574,0.0,0.0,0.0,0.0,0.0,0.0
LINC01578,5.738986533407149,5.928851836367517,5.804843474789486,5.690467655206277,5.260701005086888,5.6948327755976775
LINC01579,0.0,0.0,0.0,0.0,0.0,0.0
LINC01580,0.0,0.0,0.0,0.0,0.0,0.0
LINC01581,1.4306663112453457,1.2881625580623206,1.1870105120716319,1.3725442929460074,1.0176665953373456,1.010543995071498
LINC01582,0.0,0.0,0.0,0.0,0.0,0.0
LINC01583,2.1346887608286997,2.39882707736303,2.2987550091800744,0.17486602214686636,0.11366227593071147,0.20303968708009468
LINC01584,0.0,0.0,0.0,0.0,0.0,0.0
LINC01585,0.0,0.0,0.0,0.0,0.0,0.0
LINC01586,0.025260834177482955,0.025152736015146678,0.05097711203864351,0.09008078356375167,0.029266050784017995,0.0
LINC01587,0.025260834177482955,0.025152736015146678,0.025713701554296208,0.06067440657597497,0.08607515027519837,0.03081452416109758
LINC01588,2.6989740752569356,2.629540336808412,2.6189868113197257,2.7878635954924222,2.7257490833415763,2.798774550593385
LINC01589,0.5797426637175798,0.4348265824432187,0.5356340612423941,1.0372789833737852,1.0029896524468964,1.0259213323095175
LINC01590,0.2982215130128049,0.21199245930678168,0.124216712644909,0.25494391192204036,0.16730268581980337,0.3074006665893327
LINC01591,0.1681871533714397,0.18991857702364054,0.124216712644909,0.1471542436118423,0.24419963735896105,0.060984621216374005
LINC01592,0.43645323800301855,0.2970580538416232,0.147826345774065,0.3792575508011399,0.43122517292414914,0.38099792229881246
LINC01593,0.0,0.0,0.0,0.0,0.0,0.0
LINC01594,0.0500869649004506,0.21199245930678168,0.1002142718446054,0.06067440657597497,0.0,0.20303968708009468
LINC01596,0.0,0.0,0.0,0.0,0.0,0.0
LINC01597,0.09849321593473065,0.14473099945794748,0.147826345774065,0.11889972564240299,0.08607515027519837,0.14788455158113867
LINC01599,1.96882981376797,2.002683904234628,1.9946540230700787,1.5523246858528879,1.773217540012686,1.619421803160245
LINC01600,0.2982215130128049,0.377385978844844,0.3030864894853039,0.5791431367426745,0.268947341017015,0.7204204086961897
LINC01601,0.0,0.0,0.0,0.0,0.0,0.0
LINC01602,0.09849321593473065,0.049874449399681144,0.147826345774065,0.11889972564240299,0.14073176500791929,0.09053669387785568
LINC01603,0.0,0.0,0.05097711203864351,0.0,0.0,0.0
LINC01605,0.12210059900644794,0.18991857702364054,0.1002142718446054,0.11889972564240299,0.0,0.0
LINC01606,0.0,0.0,0.0,0.0,0.029266050784017995,0.0
LINC01607,0.025260834177482955,0.025152736015146678,0.025713701554296208,0.030656147367772727,0.0,0.03081452416109758
LINC01608,0.14532789638456917,0.12159512776707081,0.147826345774065,0.030656147367772727,0.05795020443172968,0.17572568020479276
LINC01609,0.07449310068387566,0.14473099945794748,0.4045728695094502,0.20205551977991304,0.19339307207012404,0.33235258244931704
LINC01611,1.10308684928129,0.644130705580667,0.5883523047740526,0.7546746286104135,0.5571259275857382,0.38099792229881246
LINC01612,0.3982912367429722,0.2762572420254919,0.19391718801933186,0.3792575508011399,0.4744244489069753,0.2820095920657412
LINC01613,0.0,0.0,0.0,0.0,0.0,0.0
LINC01614,0.0,0.0,0.0,0.0,0.0,0.0
LINC01615,0.3982912367429722,0.31756321667778814,0.3239629329446976,0.1471542436118423,0.21901999637352326,0.060984621216374005
LINC01616,0.0,0.0,0.0,0.0,0.0,0.0
LINC01617,0.025260834177482955,0.0,0.05097711203864351,0.06067440657597497,0.0,0.03081452416109758
LINC01618,0.3590922873331755,0.21199245930678168,0.19391718801933186,0.1471542436118423,0.24419963735896105,0.14788455158113867
LINC01619,1.504376936126537,1.7470495626120455,1.928038097213702,1.5628505654103144,1.3431021963955594,1.3771606936445173
LINC01620,0.025260834177482955,0.049874449399681144,0.025713701554296208,0.06067440657597497,0.08607515027519837,0.0
LINC01621,0.0,0.0,0.0,0.0,0.0,0.0
LINC01622,0.0,0.09808218098210783,0.07580573115563385,0.228742059635171,0.029266050784017995,0.03081452416109758
LINC01623,0.7560693469376863,1.0516034924585531,0.28190351344695475,1.298897820747509,0.029266050784017995,0.8296015995840432
LINC01624,0.0,0.0,0.0,0.030656147367772727,0.0,0.0
LINC01625,0.0500869649004506,0.0,0.0,0.0,0.0,0.0
LINC01626,0.3390860424437639,0.14473099945794748,0.3445415889124974,0.25494391192204036,0.14073176500791929,0.20303968708009468
LINC01628,0.0,0.0,0.0,0.0,0.0,0.0
LINC01629,1.042518221068631,1.277735313990195,1.2860845627988051,0.1471542436118423,0.16730268581980337,0.17572568020479276
LINC01630,0.0500869649004506,0.16750169965022466,0.025713701554296208,0.11889972564240299,0.08607515027519837,0.060984621216374005
LINC01633,0.14532789638456917,0.16750169965022466,0.1002142718446054,0.1471542436118423,0.08607515027519837,0.11949555476533494
LINC01634,0.025260834177482955,0.025152736015146678,0.025713701554296208,0.06067440657597497,0.05795020443172968,0.0
LINC01635,0.12210059900644794,0.21199245930678168,0.07580573115563385,0.11889972564240299,0.08607515027519837,0.11949555476533494
LINC01637,1.0300932634839226,0.9890629429830421,1.0928429334388499,1.2734891751670858,1.3662232585348888,1.1148945504658145
LINC01638,0.2982215130128049,0.377385978844844,0.28190351344695475,0.030656147367772727,0.0,0.0
LINC01639,0.0,0.0,0.0,0.0,0.0,0.03081452416109758
LINC01640,0.0,0.0,0.0,0.030656147367772727,0.0,0.0
LINC01644,0.025260834177482955,0.0,0.0,0.030656147367772727,0.05795020443172968,0.03081452416109758
LINC01645,0.0,0.0,0.0,0.0,0.0,0.0
LINC01646,0.0,0.0,0.0,0.06067440657597497,0.0,0.0
LINC01647,0.2982215130128049,0.18991857702364054,0.1002142718446054,0.0,0.05795020443172968,0.0
LINC01648,0.0,0.0,0.0,0.0,0.029266050784017995,0.0
LINC01649,0.0,0.025152736015146678,0.05097711203864351,0.0,0.029266050784017995,0.0
LINC01650,0.0,0.0,0.0,0.0,0.0,0.0
LINC01653,0.0,0.025152736015146678,0.0,0.0,0.0,0.03081452416109758
LINC01654,0.0,0.049874449399681144,0.0,0.0,0.0,0.0
LINC01655,0.0,0.07417966381329916,0.05097711203864351,0.030656147367772727,0.0,0.0
LINC01656,0.0,0.0,0.0,0.0,0.0,0.0
LINC01657,0.025260834177482955,0.025152736015146678,0.0,0.030656147367772727,0.0,0.0
LINC01658,0.2982215130128049,0.21199245930678168,0.23858100476636343,0.49370399042194446,0.6161823305372979,0.4958854607450943
LINC01659,0.0,0.0,0.025713701554296208,0.2806783690700692,0.14073176500791929,0.20303968708009468
LINC01660,0.0,0.0,0.0,0.0,0.0,0.0
LINC01661,0.0,0.0,0.0,0.0,0.0,0.0
LINC01662,1.054837083960708,0.8691675261072072,0.7666743630699945,0.8263206082495078,0.780099385738185,0.7013923502417907
LINC01663,1.2170910383275615,0.8829920011295701,0.952426410913214,0.7174716402938411,0.9881618609438418,0.6427543855928719
LINC01664,0.09849321593473065,0.09808218098210783,0.07580573115563385,0.09008078356375167,0.05795020443172968,0.060984621216374005
LINC01665,0.0,0.0,0.0,0.0,0.0,0.0
LINC01667,0.025260834177482955,0.0,0.17105582133483666,0.030656147367772727,0.05795020443172968,0.14788455158113867
LINC01668,0.0500869649004506,0.025152736015146678,0.025713701554296208,0.06067440657597497,0.05795020443172968,0.09053669387785568
LINC01669,0.25616566408271896,0.16750169965022466,0.124216712644909,0.228742059635171,0.19339307207012404,0.09053669387785568
LINC01671,0.025260834177482955,0.0,0.025713701554296208,0.0,0.029266050784017995,0.060984621216374005
LINC01672,0.0,0.0,0.0,0.0,0.0,0.0
LINC01674,0.0,0.0,0.0,0.0,0.029266050784017995,0.03081452416109758
LINC01675,0.0,0.0,0.0,0.0,0.0,0.0
LINC01676,0.07449310068387566,0.049874449399681144,0.025713701554296208,0.1471542436118423,0.08607515027519837,0.060984621216374005
LINC01677,0.2982215130128049,0.09808218098210783,0.124216712644909,0.11889972564240299,0.08607515027519837,0.20303968708009468
LINC01678,0.0500869649004506,0.025152736015146678,0.025713701554296208,0.030656147367772727,0.08607515027519837,0.0
LINC01679,0.0,0.0,0.0,0.0,0.0,0.0
LINC01680,0.0,0.0,0.0,0.0,0.0,0.0
LINC01681,0.0500869649004506,0.025152736015146678,0.07580573115563385,0.030656147367772727,0.05795020443172968,0.0
LINC01682,0.0,0.049874449399681144,0.0,0.0,0.0,0.0
LINC01683,0.0,0.0,0.0,0.0,0.0,0.0
LINC01684,0.0500869649004506,0.049874449399681144,0.025713701554296208,0.09008078356375167,0.08607515027519837,0.060984621216374005
LINC01685,0.0,0.0,0.0,0.0,0.0,0.0
LINC01686,0.0,0.0,0.05097711203864351,0.0,0.08607515027519837,0.0
LINC01687,0.8858522899006624,1.063792727401827,1.1169673043913992,0.06067440657597497,0.029266050784017995,0.060984621216374005
LINC01688,0.0,0.0,0.0,0.030656147367772727,0.0,0.0
LINC01689,0.0,0.0,0.0,0.0,0.029266050784017995,0.0
LINC01690,0.0,0.025152736015146678,0.0,0.0,0.0,0.0
LINC01692,0.025260834177482955,0.049874449399681144,0.124216712644909,0.1471542436118423,0.24419963735896105,0.03081452416109758
LINC01693,0.09849321593473065,0.025152736015146678,0.05097711203864351,0.09008078356375167,0.029266050784017995,0.09053669387785568
LINC01694,0.025260834177482955,0.14473099945794748,0.19391718801933186,0.25494391192204036,0.2932776768735749,0.4047190151714516
LINC01695,0.07449310068387566,0.09808218098210783,0.07580573115563385,0.09008078356375167,0.029266050784017995,0.11949555476533494
LINC01696,0.0,0.0,0.0,0.0,0.0,0.0
LINC01697,0.07449310068387566,0.0,0.124216712644909,0.20205551977991304,0.05795020443172968,0.060984621216374005
LINC01698,0.0,0.0,0.0,0.0,0.0,0.0
LINC01699,0.0,0.0,0.0,0.0,0.0,0.0
LINC01700,0.0,0.0,0.0,0.0,0.0,0.0
LINC01703,1.4211819375994115,1.2985149785035588,1.2428893203081912,1.6542794607758886,1.7989350849783328,1.6789963519867785
LINC01704,0.0,0.0,0.025713701554296208,0.0,0.029266050784017995,0.0
LINC01706,0.0,0.0,0.0,0.0,0.0,0.0
LINC01707,0.43645323800301855,0.5432710125586961,0.36483083349944895,0.25494391192204036,0.268947341017015,0.22984616208854952
LINC01708,0.0,0.0,0.0,0.030656147367772727,0.0,0.0
LINC01710,0.0,0.0,0.0,0.0,0.0,0.0
LINC01711,0.1906898515976334,0.07417966381329916,0.17105582133483666,0.0,0.0,0.060984621216374005
LINC01712,0.0,0.025152736015146678,0.025713701554296208,0.0,0.0,0.03081452416109758
LINC01713,0.0,0.0,0.0,0.0,0.0,0.0
LINC01714,0.07449310068387566,0.025152736015146678,0.0,0.0,0.11366227593071147,0.09053669387785568
LINC01715,0.5797426637175798,0.707654661298589,0.5709927248961442,0.9111472800313151,0.9272780429282717,1.0411364933100555
LINC01716,0.0,0.025152736015146678,0.025713701554296208,0.06067440657597497,0.029266050784017995,0.060984621216374005
LINC01717,0.0,0.0,0.0,0.0,0.0,0.0
LINC01718,0.0,0.0,0.0,0.0,0.0,0.0
LINC01719,0.0,0.0,0.0,0.0,0.0,0.0
LINC01720,0.21284694365255194,0.23373368468221792,0.19391718801933186,0.228742059635171,0.05795020443172968,0.09053669387785568
LINC01721,0.9792948820881271,0.9632673318938741,0.8696547263050816,0.09008078356375167,0.11366227593071147,0.0
LINC01722,0.07449310068387566,0.14473099945794748,0.07580573115563385,0.030656147367772727,0.05795020443172968,0.060984621216374005
LINC01723,0.0,0.0,0.0,0.0,0.0,0.0
LINC01724,0.12210059900644794,0.07417966381329916,0.0,0.0,0.0,0.0
LINC01725,0.0,0.12159512776707081,0.124216712644909,0.2806783690700692,0.21901999637352326,0.09053669387785568
LINC01726,0.25616566408271896,0.12159512776707081,0.23858100476636343,0.228742059635171,0.05795020443172968,0.060984621216374005
LINC01727,0.025260834177482955,0.025152736015146678,0.025713701554296208,0.0,0.0,0.03081452416109758
LINC01728,0.0,0.0,0.0,0.0,0.0,0.0
LINC01729,0.0,0.025152736015146678,0.0,0.0,0.0,0.03081452416109758
LINC01730,0.8995775242263904,0.9762227903613674,0.9253600891303632,1.5094359686598289,1.377646303655834,1.688690587350793
LINC01732,0.1906898515976334,0.049874449399681144,0.124216712644909,0.1471542436118423,0.11366227593071147,0.0
LINC01733,0.0,0.0,0.025713701554296208,0.0,0.0,0.03081452416109758
LINC01734,0.0,0.0,0.0,0.0,0.0,0.0
LINC01736,0.0,0.0,0.0,0.0,0.029266050784017995,0.0
LINC01737,0.0,0.0,0.0,0.0,0.0,0.0
LINC01739,0.0,0.0,0.0,0.0,0.0,0.0
LINC01740,0.0,0.025152736015146678,0.0,0.030656147367772727,0.0,0.0
LINC01741,0.0,0.025152736015146678,0.0,0.0,0.0,0.03081452416109758
LINC01742,0.0,0.0,0.0,0.0,0.029266050784017995,0.060984621216374005
LINC01743,0.025260834177482955,0.025152736015146678,0.05097711203864351,0.0,0.029266050784017995,0.0
LINC01744,0.025260834177482955,0.0,0.0,0.0,0.0,0.0
LINC01745,0.0,0.0,0.0,0.0,0.0,0.0
LINC01747,0.0,0.049874449399681144,0.025713701554296208,0.030656147367772727,0.0,0.0
LINC01748,0.0500869649004506,0.09808218098210783,0.124216712644909,0.09008078356375167,0.11366227593071147,0.0
LINC01749,0.0,0.025152736015146678,0.0,0.06067440657597497,0.0,0.0
LINC01750,0.0,0.0,0.0,0.0,0.029266050784017995,0.0
LINC01751,0.0,0.0,0.0,0.0,0.0,0.0
LINC01752,0.0500869649004506,0.049874449399681144,0.025713701554296208,0.030656147367772727,0.029266050784017995,0.09053669387785568
LINC01753,0.025260834177482955,0.049874449399681144,0.0,0.030656147367772727,0.08607515027519837,0.0
LINC01754,0.3187984595474375,0.2970580538416232,0.2604048687705511,0.7546746286104135,0.8958446950904958,0.6427543855928719
LINC01755,0.0,0.0,0.0,0.0,0.0,0.0
LINC01756,0.025260834177482955,0.0,0.0,0.0,0.029266050784017995,0.0
LINC01757,0.0,0.0,0.0,0.0,0.0,0.0
LINC01758,0.0,0.0,0.0,0.0,0.0,0.0
LINC01759,1.5486040843579545,1.45478352543546,1.7311085684189744,1.8037581146137553,1.627732428702374,1.8179842735753708
LINC01760,0.0,0.0,0.0,0.0,0.0,0.0
LINC01761,0.0,0.0,0.0,0.0,0.0,0.0
LINC01762,0.0500869649004506,0.049874449399681144,0.21642193063802784,0.17486602214686636,0.11366227593071147,0.20303968708009468
LINC01763,0.0,0.025152736015146678,0.0,0.06067440657597497,0.029266050784017995,0.0
LINC01766,0.07449310068387566,0.0,0.07580573115563385,0.0,0.0,0.0
LINC01767,0.12210059900644794,0.025152736015146678,0.147826345774065,0.06067440657597497,0.029266050784017995,0.060984621216374005
LINC01770,0.09849321593473065,0.049874449399681144,0.124216712644909,0.30596181427924585,0.19339307207012404,0.33235258244931704
LINC01771,1.2918513932277604,1.4640103783786855,1.4752578098597005,1.5523246858528879,1.2215889274963867,1.171300823758708
LINC01772,1.1949995327059992,1.3087936415038408,1.6003161636206888,1.487503809688147,1.2714289649954895,1.303362326251838
LINC01774,0.0,0.0,0.0,0.0,0.0,0.0
LINC01775,0.9399867395390327,0.8691675261072072,0.952426410913214,1.0221025350137674,0.7972139046198196,0.7760435931945867
LINC01776,0.6463813911085078,0.9632673318938741,0.8264171449194669,0.3552370261062547,0.2932776768735749,0.4510222392463208
LINC01777,0.0,0.025152736015146678,0.0,0.0,0.0,0.03081452416109758
LINC01778,0.23466888509568282,0.14473099945794748,0.19391718801933186,0.09008078356375167,0.16730268581980337,0.03081452416109758
LINC01780,0.0,0.025152736015146678,0.025713701554296208,0.030656147367772727,0.0,0.0
LINC01781,0.09849321593473065,0.23373368468221792,0.147826345774065,0.228742059635171,0.24419963735896105,0.22984616208854952
LINC01782,0.0,0.0,0.0,0.0,0.0,0.0
LINC01783,0.0,0.0,0.0,0.0,0.0,0.0
LINC01784,0.0,0.0,0.0,0.0,0.0,0.0
LINC01785,0.0,0.0,0.025713701554296208,0.0,0.0,0.0
LINC01787,0.09849321593473065,0.09808218098210783,0.1002142718446054,0.11889972564240299,0.029266050784017995,0.17572568020479276
LINC01788,0.09849321593473065,0.049874449399681144,0.025713701554296208,0.09008078356375167,0.05795020443172968,0.060984621216374005
LINC01790,0.0,0.0,0.0,0.0,0.0,0.0
LINC01791,0.0,0.0,0.0,0.0,0.0,0.0
LINC01792,0.0,0.0,0.0,0.0,0.0,0.0
LINC01793,0.0500869649004506,0.049874449399681144,0.025713701554296208,0.0,0.14073176500791929,0.03081452416109758
LINC01795,0.23466888509568282,0.23373368468221792,0.17105582133483666,0.3792575508011399,0.24419963735896105,0.2820095920657412
LINC01796,0.1681871533714397,0.07417966381329916,0.025713701554296208,0.030656147367772727,0.05795020443172968,0.09053669387785568
LINC01797,0.0,0.0,0.0,0.0,0.0,0.0
LINC01798,0.1681871533714397,0.3967880690432504,0.3030864894853039,0.25494391192204036,0.24419963735896105,0.20303968708009468
LINC01799,0.0500869649004506,0.0,0.05097711203864351,0.09008078356375167,0.029266050784017995,0.09053669387785568
LINC01800,0.09849321593473065,0.025152736015146678,0.1002142718446054,0.1471542436118423,0.08607515027519837,0.060984621216374005
LINC01801,0.0,0.0,0.0,0.0,0.0,0.0
LINC01802,0.0500869649004506,0.025152736015146678,0.025713701554296208,0.030656147367772727,0.0,0.0
LINC01803,0.0,0.0,0.0,0.0,0.0,0.0
LINC01804,0.0,0.025152736015146678,0.0,0.0,0.029266050784017995,0.03081452416109758
LINC01805,0.025260834177482955,0.0,0.0,0.0,0.0,0.03081452416109758
LINC01806,0.0,0.0,0.0,0.0,0.0,0.0
LINC01807,0.3982912367429722,0.45347623207138177,0.4240407456119944,0.30596181427924585,0.2932776768735749,0.4510222392463208
LINC01809,0.0,0.0,0.0,0.0,0.0,0.0
LINC01810,0.0,0.0,0.0,0.0,0.0,0.0
LINC01812,0.0,0.025152736015146678,0.025713701554296208,0.0,0.029266050784017995,0.0
LINC01813,0.0,0.025152736015146678,0.0,0.0,0.0,0.0
LINC01814,0.025260834177482955,0.09808218098210783,0.05097711203864351,0.030656147367772727,0.05795020443172968,0.0
LINC01815,0.0,0.0,0.0,0.0,0.0,0.0
LINC01816,0.63000805091864,0.8125055580120057,0.6392118641059552,0.975591120629801,0.9580411012565336,1.100441528997584
LINC01817,0.0,0.0,0.025713701554296208,0.11889972564240299,0.029266050784017995,0.0
LINC01819,0.0500869649004506,0.0,0.0,0.0,0.0,0.060984621216374005
LINC01820,0.0500869649004506,0.025152736015146678,0.05097711203864351,0.0,0.0,0.0
LINC01821,0.1906898515976334,0.18991857702364054,0.23858100476636343,0.20205551977991304,0.05795020443172968,0.14788455158113867
LINC01822,0.025260834177482955,0.049874449399681144,0.025713701554296208,0.0,0.0,0.0
LINC01826,0.0,0.025152736015146678,0.025713701554296208,0.0,0.0,0.0
LINC01828,0.49186777292690453,0.5432710125586961,0.5356340612423941,0.0,0.0,0.060984621216374005
LINC01829,0.0,0.0,0.0,0.0,0.0,0.0
LINC01831,0.0,0.0,0.0,0.0,0.0,0.0
LINC01832,0.0500869649004506,0.09808218098210783,0.07580573115563385,0.030656147367772727,0.029266050784017995,0.03081452416109758
LINC01833,3.409621434401055,3.5213146792000796,3.530584847962816,4.078326315137471,4.036557022921154,4.09818256467773
LINC01835,0.025260834177482955,0.025152736015146678,0.0,0.030656147367772727,0.08607515027519837,0.0
LINC01838,0.0,0.0,0.0,0.0,0.0,0.0
LINC01840,0.0,0.0,0.025713701554296208,0.030656147367772727,0.0,0.0
LINC01841,0.9792948820881271,0.9236879357057052,0.9657715019912527,1.7586877819918578,1.7381984295338229,1.5143148718063626
LINC01842,0.0,0.0,0.0,0.0,0.0,0.0
LINC01843,1.3125187475985418,1.1690954373557298,1.264648597277078,1.4764114181231287,1.5287416673020386,1.5359577945172085
LINC01844,0.025260834177482955,0.049874449399681144,0.05097711203864351,0.030656147367772727,0.0,0.03081452416109758
LINC01845,0.3187984595474375,0.377385978844844,0.3239629329446976,0.9912621277601664,0.8141277739649808,0.7760435931945867
LINC01846,0.3390860424437639,0.2551521308601868,0.2604048687705511,0.25494391192204036,0.24419963735896105,0.35688027291987945
LINC01847,0.07449310068387566,0.09808218098210783,0.07580573115563385,0.09008078356375167,0.16730268581980337,0.17572568020479276
LINC01848,0.0,0.0,0.0,0.0,0.0,0.0
LINC01849,0.0,0.0,0.0,0.030656147367772727,0.08607515027519837,0.09053669387785568
LINC01851,0.0,0.0,0.0,0.0,0.0,0.0
LINC01852,0.7409010481788952,0.644130705580667,0.4432494140746405,0.3792575508011399,0.45298649682965153,0.42805638168963067
LINC01854,0.07449310068387566,0.049874449399681144,0.05097711203864351,0.0,0.0,0.0
LINC01855,0.0,0.0,0.0,0.0,0.0,0.0
