,meanTumor,meanControl,log2FC,pvalue
DNAJB1,7.660696030607598,7.715701256635139,-0.0550052260275411,0.43566695002679845
DNAJB11,6.226820672262726,6.498791157344899,-0.27197048508217225,0.01741700410617671
DNAJB12,6.390897977070369,6.574517773652936,-0.18361979658256633,0.06992742218026582
DNAJB13,0.6195795973016571,0.9026949508625737,-0.28311535356091655,0.11700854930944025
DNAJB14,5.70381938306449,5.1399708870400485,0.5638484960244412,0.19160604335361475
DNAJB2,5.489372027309954,5.030689168360527,0.45868285894942673,0.08502023843999518
DNAJB3,0.0,0.0,0.0,1.0
DNAJB4,5.84053459380034,4.527583254830742,1.3129513389695981,0.025559927946350498
DNAJB5,3.013746291430725,2.539287875237731,0.4744584161929941,0.01586052709708673
DNAJB5-DT,0.09828769845841924,0.07401549399774067,0.02427220446067857,0.26995901227321145
DNAJB6,7.320272596196871,6.902136495517951,0.41813610067891993,0.0008895004317401012
DNAJB7,0.0,0.0,0.0,1.0
DNAJB8,0.0,0.0,0.0,1.0
DNAJB8-AS1,0.0,0.0,0.0,1.0
DNAJB9,4.5490528509035295,3.918829796372205,0.6302230545313243,0.06898921867585033
DNAJC1,5.342533379545973,5.444662350078273,-0.1021289705323003,0.11537694720567482
DNAJC10,8.151817040638392,7.6560789222424415,0.49573811839595017,0.05737793392117447
DNAJC11,6.114188400325636,6.248156774334026,-0.1339683740083899,0.03197834151506108
DNAJC12,4.127947126091783,3.749482465326097,0.37846466076568586,0.030950802084745637
DNAJC13,6.948306505616386,6.9134414348434365,0.0348650707729492,0.7201124170559039
DNAJC14,6.067741175768331,6.149818003683379,-0.08207682791504745,0.2179112708414074
DNAJC15,0.2872393775191484,0.49321370542934295,-0.20597432791019454,0.19433174173803683
DNAJC16,5.327866118175287,5.088349291181052,0.23951682699423493,0.024143007193607822
DNAJC17,3.08855443455126,3.127726468185786,-0.03917203363452604,0.661528962726908
DNAJC18,4.253606394131585,3.6747257169586707,0.578880677172914,0.001532262449022456
DNAJC19,4.041194675819723,4.106541773751433,-0.0653470979317099,0.15668641367907238
DNAJC2,6.126747434131146,5.756878253601019,0.3698691805301273,0.12269923709219621
DNAJC21,6.091539474951069,6.109063630466228,-0.017524155515158846,0.7416101156735476
DNAJC22,5.644552080553729,5.992690755586443,-0.3481386750327138,0.03583027035754353
DNAJC24,4.758770951386051,4.442999016820663,0.31577193456538843,0.10029301426390448
DNAJC25,0.0,0.0,0.0,1.0
DNAJC25-GNG10,0.2118336818664718,0.18430309392637592,0.027530587940095885,0.7726904377805163
DNAJC27,3.226762607323627,2.63008566227199,0.5966769450516369,0.024684540268687973
DNAJC27-AS1,0.5438817784957038,1.0742833522398851,-0.5304015737441813,0.07263233893519347
DNAJC28,0.6204817330503343,0.5577928738138391,0.06268885923649514,0.4506090438422675
DNAJC3,6.317066984061883,6.060691192000135,0.256375792061748,0.1223077460384132
DNAJC3-DT,0.9700425281679078,1.208690272217294,-0.23864774404938627,0.09025195503486301
DNAJC30,4.130458704975815,4.367976084865335,-0.23751737988952026,0.21882235078535564
DNAJC4,3.5659129776763336,3.6725286203428213,-0.10661564266648771,0.3810358459369886
DNAJC5,6.535450901568812,6.761278470834789,-0.22582756926597725,0.19097660784608378
DNAJC5B,0.3076716422346279,0.7592225963760012,-0.4515509541413733,0.00963349463630577
DNAJC5G,0.03761985045779864,0.02996109907589536,0.007658751381903282,0.6020987806651273
DNAJC6,4.178897550526001,4.225434349975179,-0.046536799449178545,0.4698736303329716
DNAJC7,7.027940731298017,6.90799109700058,0.11994963429743688,0.016364991505191856
DNAJC8,6.662442394796383,6.566389814709617,0.09605258008676554,0.06928242327254085
DNAJC9,6.894743948546793,6.761560052606574,0.13318389594021962,0.010860570480834313
DNAJC9-AS1,2.8660428981664516,2.3477051376194282,0.5183377605470234,0.01849978848865296
DNAL1,4.912629621128629,4.200068234092335,0.7125613870362946,0.017408980772574734
DNAL4,3.142199496298062,2.8810705584694043,0.26112893782865765,0.1149844324194509
DNALI1,0.07342798097227687,0.10070308579194713,-0.027275104819670257,0.7056910446850125
DNASE1,2.5076915669957742,2.510474483915538,-0.002782916919763956,0.9713386224470804
DNASE1L1,4.387024227581534,4.666491511681773,-0.2794672841002388,0.09788854093561161
DNASE1L2,1.1864235259464442,1.465945460596827,-0.2795219346503828,0.06773999777027807
DNASE1L3,0.11004417185090073,0.08842496503706633,0.021619206813834405,0.5753309298751109
DNASE2,4.8792989780138525,5.372868692368208,-0.49356971435435515,0.0838022496453351
DNASE2B,0.012576368007573339,0.0,0.012576368007573339,0.42264973081037427
DND1,4.327762474068418,4.604810147261337,-0.2770476731929188,0.02244288210461735
DNER,3.867028754953484,1.7971228621246333,2.0699058928288507,0.0013307588236078434
DNHD1,4.23462709409046,4.676989592539467,-0.44236249844900755,0.011107993404986256
DNLZ,3.395107070561573,3.3924121786838666,0.002694891877706329,0.9892213407650126
DNM1,8.332055678131756,8.349315269400119,-0.017259591268363295,0.4290052435557332
DNM1L,7.60023193720685,7.2023809713047875,0.39785096590206237,0.07482583489159708
DNM1P35,1.0045463271103645,1.1944869251011294,-0.1899405979907649,0.333006538846106
DNM1P41,1.0424513434939702,1.0051321979788046,0.037319145515165575,0.7851748893880824
DNM1P46,0.6353278664869448,0.5861992438967074,0.049128622590237425,0.6380034149387125
DNM1P50,0.2549524987470876,0.29199829710120656,-0.037045798354118975,0.7940567588559182
DNM2,6.6825807893842795,7.216799859778933,-0.5342190703946539,0.0385725251097821
DNM3,2.3598522244480296,2.2581401385426996,0.10171208590532999,0.3627965345890176
DNM3-IT1,0.0,0.0,0.0,1.0
DNM3OS,0.0,0.0,0.0,1.0
DNMBP,6.092016928292128,6.064473302453295,0.027543625838832853,0.6058497364105493
DNMBP-AS1,0.0,0.0,0.0,1.0
DNMT1,7.782764018636929,7.948076063209081,-0.16531204457215232,0.031701192874622065
DNMT3A,5.286069040505961,4.779189742784575,0.5068792977213858,0.009476073050502251
DNMT3B,4.462258695279505,4.516305075644272,-0.05404638036476683,0.574882663054773
DNMT3L,0.06213331435687488,0.15455038996863746,-0.09241707561176257,0.29417244359846684
DNPEP,5.817136263182506,5.815780055201887,0.001356207980618862,0.9925099491268218
DNPH1,4.245983816619841,4.490457327508857,-0.2444735108890157,0.4483028908367608
DNTT,0.0621837750417784,0.11540627428583547,-0.05322249924405707,0.19931616683334286
DNTTIP1,4.892177984910509,4.65340105115686,0.23877693375364917,0.1910044192741202
DNTTIP2,6.577843246183596,6.640217484273155,-0.06237423808955889,0.37023366787590106
DOC2A,2.4966653970911477,2.600558331067914,-0.10389293397676624,0.2737094147917648
DOC2B,0.21858411171293585,0.46187414084128503,-0.24329002912834918,0.22885855370463068
DOC2GP,0.049980707150065876,0.02897510221586484,0.021005604934201037,0.5438273396454952
DOCK1,7.511441716199924,7.388237213049221,0.12320450315070275,0.032343477489060656
DOCK10,7.825064646699907,7.151992308808689,0.6730723378912185,0.006623743590001968
DOCK11,5.589507631824183,5.035339065642518,0.5541685661816658,0.041109307568387446
DOCK2,3.8655148982377554,1.5249114919723858,2.3406034062653696,0.00024849708804190745
DOCK3,3.272263118918522,3.7872962749728583,-0.5150331560543364,0.016980765998841834
DOCK4,5.390230117416396,5.217943345297616,0.1722867721187793,0.24964093796413236
DOCK4-AS1,0.0,0.0,0.0,1.0
DOCK5,8.342237246325888,8.539308510254555,-0.1970712639286667,0.12491496422429275
DOCK6,4.292763735853411,4.1412212892633145,0.15154244659009652,0.276358067241394
DOCK7,6.204307065075865,5.999511110445862,0.20479595463000244,0.1251039199683904
DOCK8,1.9143573296975136,2.2450958005075616,-0.33073847081004804,0.1896043793159739
DOCK9,7.146161596213174,6.694105996360237,0.45205559985293675,0.019041741994272644
DOCK9-AS1,0.0,0.0,0.0,1.0
DOCK9-DT,0.6935731529389136,0.4514172812387456,0.24215587170016806,0.2610783451599473
DOHH,3.340862015665844,3.8467158171993585,-0.5058538015335143,0.10669870473960641
DOK1,2.7793400607107532,2.4664466197399366,0.3128934409708166,0.12170278179902594
DOK2,0.024937224699840572,0.015328073683886364,0.009609151015954208,0.7738845408224962
DOK3,2.639190117884574,2.9610313516793667,-0.3218412337947929,0.1270992927119824
DOK4,5.741104693237668,6.454151785697796,-0.713047092460128,0.01908528755680408
DOK5,0.15442427445449097,0.18412954710849522,-0.029705272654004244,0.7483365185328986
DOK6,0.5176499056497811,0.5534360186731611,-0.03578611302337997,0.7190074848494673
DOK7,0.3640267680614968,1.3424358808769608,-0.9784091128154639,0.016691502538814094
DOLK,5.04347069466211,5.5281733404466324,-0.48470264578452227,0.07844467024547495
DOLPP1,5.013122235532901,5.325483511047663,-0.3123612755147622,0.05701635846678084
DONSON,5.214125649003865,5.043533696993348,0.17059195201051658,0.17138789442956817
DOPEY1,3.765284324554891,3.279069428931426,0.48621489562346465,0.08313221803859308
DOPEY2,4.534875477692879,4.70893958702737,-0.17406410933449123,0.05463101254050965
DOT1L,4.831773507958301,5.4210088694248215,-0.5892353614665202,0.0003275447363683858
DPAGT1,5.622148322691346,6.008775953385606,-0.3866276306942602,0.022939734052923693
DPCD,4.331432401671969,4.261953399643807,0.06947900202816193,0.6095083956226224
DPEP1,0.425883734407177,1.3278977441133537,-0.9020140097061767,0.001018713096833964
DPEP2,0.03761985045779864,0.0,0.03761985045779864,0.09451199717776435
DPEP2NB,0.0,0.0,0.0,1.0
DPEP3,0.012576368007573339,0.0,0.012576368007573339,0.42264973081037427
DPF1,3.847226107677645,3.5986915245994187,0.2485345830782264,0.03819761734885281
DPF2,5.982270871040195,5.984130722281027,-0.0018598512408321,0.9826685321257916
DPF3,0.9379900715046412,0.25780348399823305,0.6801865875064081,0.01805438225471975
DPH1,4.8333086005199215,5.093334685115951,-0.2600260845960296,0.20428286698415168
DPH2,5.182392173229754,5.45478020060897,-0.27238802737921564,0.22663798934223386
DPH3,5.898249490851934,5.4416736584724035,0.4565758323795306,0.03158462834826529
DPH3P1,0.0,0.0,0.0,1.0
DPH5,5.008789514051864,4.944700263999691,0.0640892500521737,0.3899309735355614
DPH6,3.482084760361196,3.5830121534165467,-0.10092739305535048,0.6696135090152115
DPH6-DT,0.7463370970954398,0.8691852600602896,-0.1228481629648498,0.41189154957593654
DPH7,4.931213949511692,4.954577905322557,-0.023363955810864923,0.8524126550306603
DPM1,4.49937392575049,4.506628940198642,-0.0072550144481517975,0.9238074938575165
DPM2,4.974521713386111,5.472800501824148,-0.49827878843803664,0.08539272640768446
DPM3,2.5719346922090995,3.3820157410514935,-0.810081048842394,0.062162937792938626
DPP10,0.8736513082448114,0.7103854281955515,0.1632658800492599,0.4341052378381284
DPP10-AS1,0.0,0.0,0.0,1.0
DPP10-AS3,0.0,0.0,0.0,1.0
DPP3,6.131509013167623,6.374822092239695,-0.2433130790720721,0.17683011929054146
DPP4,0.5956376023355794,0.9592700853442191,-0.3636324830086397,0.007659823189619515
DPP6,0.421145182117298,0.3943669969211845,0.026778185196113524,0.8714908073310128
DPP7,5.948811032293227,5.977808029102714,-0.028996996809486753,0.9067832737691612
DPP8,6.550782880758285,6.333200658641482,0.21758222211680245,0.20126360465861903
DPP9,7.223084489266041,7.032495107513668,0.19058938175237294,0.19287391328695963
DPP9-AS1,0.0,0.0,0.0,1.0
DPPA2,0.0863364398740149,0.07401549399774067,0.012320945876274234,0.6030799368793399
DPPA2P3,0.0,0.0,0.0,1.0
DPPA3,0.025206785096314816,0.030337203287987485,-0.0051304181916726685,0.8812650929409644
DPPA4,0.06182297597493866,0.02996109907589536,0.031861876899043295,0.4765869754542832
DPPA5,0.0,0.0,0.0,1.0
DPRX,0.0,0.0,0.0,1.0
DPRXP4,0.0,0.0,0.0,1.0
DPT,0.20096041902682882,0.17139364239391616,0.029566776632912656,0.57773249071049
DPY19L1,7.569681913681572,7.569150152816864,0.0005317608647086303,0.9976934999534113
DPY19L1P1,3.425846727830387,3.3736103456420077,0.05223638218837934,0.6721946019310585
DPY19L1P2,2.7251946151858983,3.073966253251553,-0.3487716380656547,0.22795170408718943
DPY19L2,4.184591731866597,3.3759748273328096,0.8086169045337872,0.06622838639642999
DPY19L2P1,4.50531948162482,3.736956937316097,0.7683625443087232,0.09820656913355838
DPY19L2P2,4.127471167924655,3.1597920071425754,0.96767916078208,0.05210177080547539
DPY19L2P3,0.33706744892995955,0.23703572057009664,0.1000317283598629,0.3088726795225163
DPY19L2P4,0.0,0.0,0.0,1.0
DPY19L3,6.254862031226761,5.732423161511798,0.5224388697149625,0.08164453407230265
DPY19L4,6.231695579961642,5.45484322932797,0.7768523506336713,0.09076807743010486
DPY30,5.846553325643825,5.701201368668761,0.1453519569750643,0.2648997576747824
DPYD,3.81897049234306,3.0271481587112268,0.7918223336318331,0.010685148047139664
DPYD-AS1,0.0,0.0,0.0,1.0
DPYD-AS2,0.0,0.0,0.0,1.0
DPYS,0.0250434824502253,0.015328073683886364,0.009715408766338937,0.7721822263826162
DPYSL2,7.974115509474922,8.389502038093447,-0.41538652861852476,0.00679910898401266
DPYSL3,6.380481041009439,5.524622716811926,0.8558583241975128,0.006542787955581155
DPYSL4,4.717472736638833,4.1830954306621955,0.5343773059766379,0.06298134459480813
DPYSL5,4.5838101591641855,4.274292745279774,0.3095174138844117,0.04073679635834738
DQX1,0.49994433310036623,0.47309326342009206,0.026851069680274176,0.7174963185796333
DR1,5.6085894871215975,5.2405195642526845,0.36806992286891305,0.12777485314093703
DRAIC,0.06182297597493866,0.47124940061057913,-0.4094264246356405,0.019575474307820168
DRAM1,6.263753263741174,5.7829382076315525,0.4808150561096216,0.013796979114786643
DRAM2,4.910370097945363,4.639689731157933,0.27068036678743024,0.23032085148766768
DRAP1,6.45483178863965,6.942421903423105,-0.4875901147834547,0.04406626931639414
DRAXIN,0.06213331435687488,0.059449862821201495,0.002683451535673384,0.9687336036265312
DRC1,0.2532938710469943,0.2829775492519301,-0.02968367820493578,0.8247780981665507
DRC3,2.832364083875972,2.9092091866196137,-0.07684510274364165,0.15797768731171263
DRC7,0.2445520928390219,0.21053775807671815,0.034014334762303755,0.40889802464869507
DRD1,1.5155706210793334,2.479968722375339,-0.9643981012960057,0.0013519453638706498
DRD2,0.03761985045779864,0.07337477842558666,-0.03575492796778802,0.18227638321600048
DRD3,0.13243475770546628,0.07408288821321049,0.05835186949225579,0.5104831313645216
DRD4,0.6600768254664398,0.813302330384472,-0.15322550491803222,0.5039051641222748
DRD5,0.012576368007573339,0.0,0.012576368007573339,0.42264973081037427
DRD5P2,0.0,0.0,0.0,1.0
DRG1,6.077261040585498,6.110619208981303,-0.03335816839580552,0.5711707949091441
DRG2,5.909177724341684,5.880470968749542,0.028706755592142308,0.7401934394967769
DRGX,0.0,0.014633025392008997,-0.014633025392008997,0.42264973081037427
DRICH1,0.6531251688046802,0.723008360206528,-0.06988319140184784,0.21662151377825808
DROSHA,7.264382441561555,7.282894966287918,-0.01851252472636311,0.5934901622543998
DRP2,1.6674938036759386,1.5194229165854853,0.14807088709045324,0.15042478742949122
DSC1,0.0,0.0,0.0,1.0
DSC2,2.3727213487423158,2.0657742485046615,0.30694710023765426,0.19619950023300542
DSC3,3.309268544553523,2.6581424307339123,0.6511261138196107,0.03420724157087516
DSCAM,0.8424424064479951,0.563301106174694,0.2791413002733011,0.21342518362004698
DSCAM-AS1,0.0,0.0,0.0,1.0
DSCAM-IT1,0.0,0.0,0.0,1.0
DSCAML1,0.29745502274722846,1.7524469994519438,-1.4549919767047155,0.003856351565716943
DSCAS,0.09804411422547324,0.08842496503706633,0.009619149188406909,0.8260881659199296
DSCC1,5.111665914814674,4.8337970584447465,0.27786885636992764,0.13328789957780537
DSCR10,0.0,0.0,0.0,1.0
DSCR4,0.0,0.014633025392008997,-0.014633025392008997,0.42264973081037427
DSCR8,0.14489114056925526,0.0721592116492421,0.07273192892001315,0.2660582228167518
DSCR9,0.48184962142274357,0.6247975531252591,-0.14294793170251552,0.1666724641421431
DSE,6.1538090809044705,4.921116425216483,1.2326926556879876,0.0021655826500724855
DSEL,4.096170924232954,1.7486250443067293,2.3475458799262245,0.0026333474489088197
DSG1,0.012576368007573339,0.0,0.012576368007573339,0.42264973081037427
DSG1-AS1,0.012630417088741477,0.0,0.012630417088741477,0.42264973081037427
DSG2,6.608446165195701,6.13263993479234,0.4758062304033617,0.005913288486746861
DSG2-AS1,0.2446696440617252,0.24884470032609302,-0.004175056264367816,0.9232772703672839
DSG3,0.049980707150065876,0.0,0.049980707150065876,4.5197404621611155e-06
DSG4,0.0,0.0,0.0,1.0
DSN1,6.100897138557947,5.921031042281442,0.17986609627650552,0.04639662673395242
DSP,6.891066137038457,7.225101763267427,-0.3340356262289692,0.09539808356562368
DSPP,0.012630417088741477,0.0,0.012630417088741477,0.42264973081037427
DST,7.301655669927029,7.458511718374632,-0.1568560484476036,0.2656465721929702
DSTN,9.078922341398256,8.940331566262527,0.1385907751357287,0.3417416221238774
DSTNP2,0.0,0.0,0.0,1.0
DSTYK,5.638310191632039,5.336689963444382,0.301620228187657,0.0040195351142582846
DTD1,6.261849372499883,6.138182653589189,0.12366671891069458,0.1550263613658294
DTD2,1.854933013988062,2.0367327750649267,-0.18179976107686469,0.4143676833297263
DTHD1,0.012630417088741477,0.0,0.012630417088741477,0.42264973081037427
DTL,7.042868905327778,6.932264254660954,0.11060465066682479,0.24735663360634033
DTNA,0.3169885106886637,0.3357753650079033,-0.0187868543192396,0.7906064696229431
DTNB,4.6582621512477935,4.916539016929192,-0.25827686568139807,0.008116834446069983
DTNBP1,3.58342075154344,3.6993943581933486,-0.11597360664990841,0.4082534627586546
DTWD1,4.6291050794657425,3.819886678462769,0.8092184010029735,0.06543683467364583
DTWD2,6.212085082841206,6.1138351820015195,0.09824990083968643,0.6177084854403021
DTX1,0.5354667796539438,0.6573131873062595,-0.12184640765231569,0.034719923683916964
DTX2,6.208426111642249,6.271159557920646,-0.06273344627839705,0.6305268421233516
DTX2P1-UPK3BP1-PMS2P11,4.22186215134654,4.402166220314051,-0.1803040689675104,0.23508276662613958
DTX3,4.460796664568537,4.201052365349968,0.25974429921856945,0.11746584028076311
DTX3L,5.912812427238961,5.2714002311070445,0.6414121961319168,0.017681102784399168
DTX4,4.2610467346194,3.983409362744575,0.2776373718748255,0.14266196610215284
DTYMK,6.312553424613199,6.76682324816883,-0.45426982355563084,0.07420301622433466
DUBR,3.8783831692663946,3.378168770937931,0.5002143983284637,0.027057330837471586
DUOX1,1.2457820352236482,1.4157281691117074,-0.16994613388805924,0.1944213417873598
DUOX2,0.33794147217938186,0.0721592116492421,0.26578226053013976,0.04483892550687939
DUOXA1,0.47267200249914315,0.26210142811816545,0.2105705743809777,0.09816862441232622
DUOXA2,0.09828769845841924,0.0,0.09828769845841924,4.372162925026379e-06
DUPD1,0.03761985045779864,0.015328073683886364,0.02229177677391228,0.3763606831531473
DUS1L,6.188068562762677,6.2566734182390995,-0.0686048554764227,0.6670289195596446
DUS2,4.631577027827728,4.916713944096719,-0.28513691626899096,0.16417405438020563
DUS3L,4.800761436580222,5.090070795095243,-0.2893093585150206,0.18914003356975764
DUS4L,4.1284626188504845,3.8968658460885024,0.2315967727619821,0.1935849749969863
DUSP1,8.803519652266825,7.771509476648837,1.0320101756179882,0.002795141935842693
DUSP10,3.3838327418020153,2.6807619861997596,0.7030707556022557,0.0002737907434357566
DUSP11,5.52064106912853,4.964898538535844,0.5557425305926857,0.005622602820137541
DUSP12,5.186575527043152,5.10691485561925,0.07966067142390187,0.12618770334620413
DUSP13,0.09814013140987354,0.1830871199926828,-0.08494698858280925,0.18808696900603938
DUSP14,5.306684903387006,5.331243196259599,-0.02455829287259359,0.43820863386840203
DUSP15,1.7262982350808618,0.46233668775575976,1.263961547325102,0.001958928048823008
DUSP16,5.598533587747696,5.618623579995598,-0.02008999224790209,0.5831381086066851
DUSP18,0.0,0.0,0.0,1.0
DUSP19,2.6845889833079752,2.611874366766256,0.0727146165417194,0.8020425787256948
DUSP2,0.48187782248358957,0.17951406229038333,0.3023637601932062,0.07831373892331232
DUSP21,0.0,0.0,0.0,1.0
DUSP22,4.352004655845773,4.253751222277163,0.09825343356861005,0.03193553205702556
DUSP23,4.23916348032256,4.289669562285577,-0.0505060819630172,0.7881234490609444
DUSP26,0.265863469468653,0.29784242888582,-0.031978959417167,0.607831841125045
DUSP27,0.0,0.0,0.0,1.0
DUSP28,2.823806002785909,2.7527551002093595,0.07105090257654956,0.2455058638551519
DUSP3,7.433425161957905,7.582647173014971,-0.14922201105706634,0.0472191753382361
DUSP4,7.750670298417086,8.693537246337314,-0.9428669479202281,0.00010315506603261268
DUSP5,7.168801242271124,6.634078601515908,0.5347226407552164,0.012926200308491207
DUSP5P1,0.0,0.0,0.0,1.0
DUSP6,4.120086245281339,4.000856561090959,0.11922968419037971,0.5724847098681035
DUSP7,4.099240701289366,3.732226180984271,0.3670145203050952,0.032830439868783916
DUSP8,1.6769206006753323,1.850111082253438,-0.17319048157810557,0.24158465049097894
DUSP9,0.7668951133252706,1.36469510031012,-0.5977999869848494,0.07102033408039783
DUT,6.330438116588249,6.242537407798474,0.08790070878977563,0.10418409783288364
DUX4,0.26597759884751143,0.23577077458706308,0.03020682426044835,0.7918335431534268
DUXA,0.14489114056925526,0.13040825977127687,0.014482880797978381,0.6638262182900512
DUXAP10,5.919267687101929,5.948230326513736,-0.02896263941180699,0.5204714952712435
DUXAP8,6.767119506532492,7.018713827614624,-0.2515943210821323,0.042074927347690874
DUXAP9,4.7169834766701415,4.598350557711802,0.1186329189583395,0.18260375991601638
DUXB,0.03761985045779864,0.02996109907589536,0.007658751381903282,0.6020987806651273
DVL1,5.847122048985051,6.222177426021095,-0.37505537703604386,0.13574467480894778
DVL2,5.925005553144325,5.945208037468957,-0.02020248432463223,0.8588561521698188
DVL3,6.072391035278806,5.979051648661754,0.09333938661705243,0.058030341474724335
DWORF,0.0,0.014633025392008997,-0.014633025392008997,0.42264973081037427
DXO,5.196057244480953,5.611947893753774,-0.4158906492728205,0.13433159944228446
DYDC1,0.012630417088741477,0.02897510221586484,-0.01634468512712336,0.6565906660979001
DYDC2,0.09814013140987354,0.044970228679996484,0.05316990272987706,0.2046001215378075
DYM,4.921775813663405,4.836071771851405,0.08570404181200075,0.2737601621374281
DYNAP,0.0,0.014633025392008997,-0.014633025392008997,0.42264973081037427
DYNC1H1,8.759592500212069,9.290580954435148,-0.5309884542230794,0.007063215477096637
DYNC1I1,0.5178417200115097,0.5269007568098394,-0.009059036798329645,0.8086309922092343
DYNC1I2,7.558292454526052,7.228911906411721,0.32938054811433126,0.0010088323905935825
DYNC1LI1,6.409730681811109,6.247901582636432,0.16182909917467647,0.18556942875735682
DYNC1LI2,7.593915443135686,7.269922326322238,0.32399311681344845,0.09552725287063227
DYNC2H1,5.091797561483653,4.613750179441214,0.4780473820424387,0.09474382817645782
DYNC2LI1,4.487696505892616,4.258055627476122,0.22964087841649405,0.11619198591672829
DYNLL1,7.46553837365921,7.485167512451524,-0.01962913879231376,0.3542846238642452
DYNLL2,6.015268598256107,5.734002127234929,0.2812664710211781,0.00012691749774366805
DYNLRB1,6.266697859052094,6.467325281618846,-0.20062742256675214,0.052649908889352476
DYNLRB2,0.0,0.0,0.0,1.0
DYNLT1,5.327048017924797,5.375218634077941,-0.04817061615314344,0.6328446932480698
DYNLT3,5.473990117610949,4.542350687969114,0.9316394296418355,0.06268201640106999
DYRK1A,6.120912195033742,5.843936680751719,0.2769755142820225,0.08765428708052453
DYRK1B,4.8752213448358095,4.5030397509147475,0.372181593921062,0.0028699935316305503
DYRK2,5.346587640258598,4.789516219058122,0.5570714212004759,0.050929453562258746
DYRK3,3.846632602869674,3.5477732672868383,0.2988593355828355,0.08410081825185055
DYRK4,4.637220316351405,4.153479434240636,0.4837408821107685,0.012277912620052883
DYSF,3.642029994088069,0.9421636839034695,2.6998663101846,0.00094787497101854
DYTN,0.0250434824502253,0.0,0.0250434824502253,0.42264973081037427
DZANK1,3.59775558361918,3.35619036793757,0.24156521568160993,0.07446923250091352
DZIP1,6.022435779203208,5.545681721556644,0.47675405764656453,0.027515622955761508
DZIP1L,4.1540951934796615,4.014598873122153,0.1394963203575088,0.4947343023225391
DZIP3,5.581303834980401,5.234007304395149,0.3472965305852522,0.20429380589349794
E2F1,6.098618936293221,6.660642149070868,-0.562023212777647,0.04865480868270126
E2F2,3.8759424109470384,4.996627852079512,-1.1206854411324736,0.010517207408469656
E2F3,5.790162476026959,5.760557631905645,0.029604844121314144,0.7417178990582709
E2F4,6.197707563924467,6.219857920875551,-0.022150356951083694,0.8624143092225586
E2F5,4.358166260089387,3.9828468072883707,0.3753194528010164,0.060593676109287106
E2F6,5.873427434492445,5.748523365252911,0.12490406923953401,0.12566592326139805
E2F7,5.092794332524289,4.947378262596953,0.1454160699273359,0.40609646290250234
E2F8,4.28254669709973,5.102603773546042,-0.8200570764463118,0.0002694396457749459
E4F1,4.510142459894627,4.922584361070037,-0.41244190117540924,0.16926388515831564
EAF1,5.8990103380189804,5.7854772741362535,0.11353306388272699,0.12819505242816653
EAF2,2.3858747695018607,2.570170974957965,-0.18429620545610437,0.17949705190215293
EAPP,5.382583432163694,5.080710202184688,0.30187322997900523,0.009332314593712459
EARS2,6.049707732924651,6.33428833563141,-0.28458060270675833,0.025017617408196108
EBAG9,5.106528138993355,4.972119400517545,0.13440873847580992,0.16345948332849847
EBF1,1.9662585170749058,2.5508787536793864,-0.5846202366044806,0.006053522667579822
EBF2,0.08524031619985792,0.08365134290990169,0.001588973289956233,0.9890916846674487
EBF3,0.012630417088741477,0.10187152974723157,-0.0892411126584901,0.035503092524287766
EBF4,2.071920074264471,1.8212277070755833,0.25069236718888765,0.30570279556508184
EBI3,0.8487814557516684,0.9959718735230239,-0.14719041777135544,0.14229468490093805
EBLN1,0.024937224699840572,0.0,0.024937224699840572,0.42264973081037427
EBLN2,0.0,0.0,0.0,1.0
EBLN3P,6.330198270814438,6.280159650561714,0.05003862025272365,0.7674518967557425
EBNA1BP2,7.160663524631271,7.31583451535476,-0.15517099072348906,0.13747920868343927
EBP,5.896997400284719,6.414359688587281,-0.5173622883025617,0.07641185617650907
EBPL,5.117252748842374,5.165851131079339,-0.048598382236965776,0.3897421962843459
ECD,6.003777067568622,5.944504876243631,0.0592721913249914,0.10001832111080576
ECE1,7.507867331012966,7.571461223208868,-0.06359389219590117,0.4612613490299874
ECE2,0.0,0.0,0.0,1.0
ECEL1,0.28720244132914596,0.07337477842558666,0.2138276629035593,0.005604750306367097
ECEL1P2,0.0,0.014633025392008997,-0.014633025392008997,0.42264973081037427
ECH1,7.457696396508817,7.895790013705994,-0.4380936171971772,0.08164623629457637
ECHDC1,6.222071478485727,5.912695639602436,0.309375838883291,0.08994710350006926
ECHDC2,3.930757117217051,4.1392541035619175,-0.20849698634486646,0.24969482460857537
ECHDC3,3.2977166261381585,3.6133532951098672,-0.3156366689717087,0.11930821333545237
ECHS1,6.954942946627307,7.145354815590866,-0.190411868963559,0.13795750985917718
ECI1,4.83703468702841,5.375407679039177,-0.5383729920107667,0.13759860593051257
ECI2,3.5621226601600027,3.2779459472879395,0.28417671287206314,0.10543625574433789
ECM1,1.8523204605177448,1.90964203499294,-0.05732157447519515,0.5929439199617449
ECM2,0.0,0.0,0.0,1.0
ECPAS,7.996352191470023,7.7752288990480585,0.22112329242196438,0.029540794361944178
ECRP,0.0,0.02996109907589536,-0.02996109907589536,0.000537729756427055
ECSCR,0.012630417088741477,0.014633025392008997,-0.00200260830326752,0.9269391630728945
ECSIT,4.760702031001376,5.129450454433402,-0.3687484234320264,0.15452776982157637
ECT2,8.005054418237515,8.219186127939533,-0.2141317097020181,0.32244278317011354
ECT2L,0.883433891670589,0.8368463069138423,0.046587584756746736,0.5030479634531011
